username,date,hms,post_num,num_likes
themanfromLisbon,"Feb 14, 2019",5:37 AM,9654971,21.0
Thin White Duke,"Feb 14, 2019",5:47 AM,9654985,
Mr Knightley,"Feb 14, 2019",8:16 AM,9655225,19.0
EFV,"Feb 14, 2019",8:46 AM,9655277,8.0
Michael81,"Feb 14, 2019",8:55 AM,9655288,7.0
EFV,"Feb 14, 2019",9:05 AM,9655299,
DavidLane,"Feb 14, 2019",9:22 AM,9655332,29.0
Veremund,"Feb 14, 2019",9:27 AM,9655345,
Michael81,"Feb 14, 2019",9:32 AM,9655352,
An Acute Style,"Feb 14, 2019",9:55 AM,9655391,
Mr. Six,"Feb 14, 2019",10:02 AM,9655406,43.0
Kappelan,"Feb 14, 2019",10:41 AM,9655482,25.0
Michael81,"Feb 14, 2019",11:06 AM,9655537,
flipstah,"Feb 14, 2019",11:10 AM,9655555,9.0
bdavro23,"Feb 14, 2019",12:09 PM,9655667,
guarrellam,"Feb 14, 2019",2:10 PM,9655913,8.0
justridiculous,"Feb 14, 2019",2:28 PM,9655936,
Substanceoverstyle,"Feb 14, 2019",2:31 PM,9655942,
DavidLane,"Feb 14, 2019",4:50 PM,9656106,
upr_crust,"Feb 14, 2019",6:27 PM,9656213,
An Acute Style,"Feb 14, 2019",6:58 PM,9656244,
chocsosa,"Feb 14, 2019",7:13 PM,9656270,11.0
SplurgeFrugal,"Feb 14, 2019",10:34 PM,9656374,
SplurgeFrugal,"Feb 14, 2019",10:36 PM,9656375,23.0
Purplelabel,"Feb 14, 2019",10:49 PM,9656378,
sugarbutch,"Feb 14, 2019",10:57 PM,9656380,7.0
SplurgeFrugal,"Feb 14, 2019",11:04 PM,9656386,10.0
blekit,"Feb 14, 2019",11:04 PM,9656387,19.0
Purplelabel,"Feb 14, 2019",11:25 PM,9656395,
Veremund,"Feb 15, 2019",12:07 AM,9656404,
Riva,"Feb 15, 2019",12:07 AM,9656405,
sebastian mcfox,"Feb 15, 2019",12:11 AM,9656407,47.0
SplurgeFrugal,"Feb 15, 2019",1:07 AM,9656415,8.0
Michael81,"Feb 15, 2019",1:47 AM,9656433,
Riva,"Feb 15, 2019",3:45 AM,9656476,
Michael81,"Feb 15, 2019",3:49 AM,9656480,6.0
upr_crust,"Feb 15, 2019",4:08 AM,9656488,35.0
guarrellam,"Feb 15, 2019",4:30 AM,9656499,
Luigi_M,"Feb 15, 2019",4:42 AM,9656504,8.0
saskatoonjay,"Feb 15, 2019",5:28 AM,9656564,
JJ Katz,"Feb 15, 2019",5:50 AM,9656599,
Luigi_M,"Feb 15, 2019",6:29 AM,9656649,17.0
Patrick R,"Feb 15, 2019",7:08 AM,9656696,39.0
An Acute Style,"Feb 15, 2019",9:03 AM,9656860,22.0
bdavro23,"Feb 15, 2019",9:06 AM,9656865,
aj805,"Feb 15, 2019",9:57 AM,9656938,
1st Step,"Feb 15, 2019",10:29 AM,9657011,
dalevy,"Feb 15, 2019",10:30 AM,9657014,18.0
1st Step,"Feb 15, 2019",10:38 AM,9657024,
Michael81,"Feb 15, 2019",11:03 AM,9657061,
8675309,"Feb 15, 2019",11:46 AM,9657134,12.0
themanfromLisbon,"Feb 15, 2019",11:53 AM,9657143,17.0
Luigi_M,"Feb 15, 2019",11:58 AM,9657152,
themanfromLisbon,"Feb 15, 2019",12:03 PM,9657162,
Luigi_M,"Feb 15, 2019",12:09 PM,9657170,
saskatoonjay,"Feb 15, 2019",1:48 PM,9657331,
Eli Curt,"Feb 15, 2019",1:58 PM,9657356,22.0
upr_crust,"Feb 15, 2019",3:22 PM,9657448,
An Acute Style,"Feb 15, 2019",4:46 PM,9657543,
Mr Engineer,"Feb 15, 2019",5:05 PM,9657569,22.0
pickergc,"Feb 15, 2019",5:53 PM,9657606,20.0
An Acute Style,"Feb 15, 2019",6:12 PM,9657617,
Ed13,"Feb 15, 2019",8:36 PM,9657761,
SplurgeFrugal,"Feb 15, 2019",9:05 PM,9657778,22.0
RishaStyle,"Feb 15, 2019",9:30 PM,9657794,16.0
bernoulli,"Feb 16, 2019",2:44 AM,9657865,22.0
bernoulli,"Feb 16, 2019",2:58 AM,9657869,
blekit,"Feb 16, 2019",3:01 AM,9657871,15.0
Luigi_M,"Feb 16, 2019",3:12 AM,9657873,
Luigi_M,"Feb 16, 2019",3:33 AM,9657882,
Purplelabel,"Feb 16, 2019",4:41 AM,9657909,
bernoulli,"Feb 16, 2019",4:50 AM,9657914,
Luigi_M,"Feb 16, 2019",5:01 AM,9657922,
themanfromLisbon,"Feb 16, 2019",5:02 AM,9657923,
An Acute Style,"Feb 16, 2019",8:52 AM,9658107,
An Acute Style,"Feb 16, 2019",9:04 AM,9658122,12.0
dazedstate,"Feb 16, 2019",12:08 PM,9658319,34.0
Roycru,"Feb 16, 2019",12:42 PM,9658355,27.0
DiplomaticTies,"Feb 16, 2019",2:51 PM,9658493,32.0
Eli Curt,"Feb 16, 2019",3:56 PM,9658544,
jdp234,"Feb 16, 2019",4:07 PM,9658550,22.0
bernoulli,"Feb 16, 2019",6:16 PM,9658657,
SplurgeFrugal,"Feb 16, 2019",9:09 PM,9658846,
SplurgeFrugal,"Feb 16, 2019",9:33 PM,9658858,
RishaStyle,"Feb 17, 2019",2:06 AM,9658930,
guarrellam,"Feb 17, 2019",5:17 AM,9658982,10.0
blekit,"Feb 17, 2019",5:22 AM,9658988,11.0
Luigi_M,"Feb 17, 2019",6:02 AM,9659023,
ericgereghty,"Feb 17, 2019",10:16 AM,9659298,
ericgereghty,"Feb 17, 2019",10:17 AM,9659299,
isealbz,"Feb 17, 2019",10:44 AM,9659330,35.0
An Acute Style,"Feb 17, 2019",12:40 PM,9659471,28.0
Patrick R,"Feb 17, 2019",12:44 PM,9659478,
jtorres94,"Feb 17, 2019",12:59 PM,9659497,
Epicure,"Feb 17, 2019",4:55 PM,9659818,
Epicure,"Feb 17, 2019",5:05 PM,9659835,
dazedstate,"Feb 17, 2019",5:19 PM,9659850,30.0
sugarbutch,"Feb 17, 2019",10:35 PM,9660117,
Luigi_M,"Feb 17, 2019",10:54 PM,9660121,
NorwRichard,"Feb 17, 2019",11:08 PM,9660130,10.0
Riva,"Feb 17, 2019",11:27 PM,9660141,
RishaStyle,"Feb 18, 2019",12:02 AM,9660152,10.0
zr3rs,"Feb 18, 2019",12:09 AM,9660154,29.0
Luigi_M,"Feb 18, 2019",12:33 AM,9660163,
steveabdn,"Feb 18, 2019",12:42 AM,9660165,
Riva,"Feb 18, 2019",1:24 AM,9660176,
Poszetka,"Feb 18, 2019",3:40 AM,9660213,15.0
Riva,"Feb 18, 2019",4:01 AM,9660221,
RishaStyle,"Feb 18, 2019",4:57 AM,9660235,
Riva,"Feb 18, 2019",4:59 AM,9660237,
An Acute Style,"Feb 18, 2019",5:27 AM,9660260,
txm22,"Feb 18, 2019",5:34 AM,9660269,20.0
An Acute Style,"Feb 18, 2019",5:46 AM,9660284,35.0
Arthie,"Feb 18, 2019",6:03 AM,9660300,27.0
themanfromLisbon,"Feb 18, 2019",6:06 AM,9660302,
Newcomer,"Feb 18, 2019",6:14 AM,9660308,45.0
Purplelabel,"Feb 18, 2019",6:19 AM,9660313,
Michael81,"Feb 18, 2019",6:24 AM,9660320,
Newcomer,"Feb 18, 2019",6:24 AM,9660321,
Purplelabel,"Feb 18, 2019",6:25 AM,9660324,
Eli Curt,"Feb 18, 2019",6:28 AM,9660329,
Riva,"Feb 18, 2019",6:28 AM,9660330,
Eli Curt,"Feb 18, 2019",6:33 AM,9660334,
Purplelabel,"Feb 18, 2019",6:34 AM,9660337,
An Acute Style,"Feb 18, 2019",6:40 AM,9660345,
Luigi_M,"Feb 18, 2019",6:48 AM,9660354,
Roy Al,"Feb 18, 2019",7:14 AM,9660401,20.0
am55,"Feb 18, 2019",7:20 AM,9660408,
sugarbutch,"Feb 18, 2019",9:23 AM,9660576,
An Acute Style,"Feb 18, 2019",9:41 AM,9660610,
sugarbutch,"Feb 18, 2019",9:58 AM,9660653,
ericgereghty,"Feb 18, 2019",10:12 AM,9660676,
Michael81,"Feb 18, 2019",11:00 AM,9660737,50.0
Eli Curt,"Feb 18, 2019",11:01 AM,9660739,
Michael81,"Feb 18, 2019",11:05 AM,9660746,
Eli Curt,"Feb 18, 2019",11:15 AM,9660758,
Michael81,"Feb 18, 2019",12:01 PM,9660808,
An Acute Style,"Feb 18, 2019",1:15 PM,9660885,50.0
Epicure,"Feb 18, 2019",4:35 PM,9661111,
bernoulli,"Feb 18, 2019",7:18 PM,9661308,31.0
SplurgeFrugal,"Feb 18, 2019",7:22 PM,9661312,17.0
Epicure,"Feb 18, 2019",9:10 PM,9661377,7.0
greenhouse,"Feb 18, 2019",11:28 PM,9661445,
Michael81,"Feb 18, 2019",11:37 PM,9661451,
Riva,"Feb 19, 2019",12:09 AM,9661458,
crazn,"Feb 19, 2019",12:12 AM,9661459,
Riva,"Feb 19, 2019",12:58 AM,9661476,5.0
Michael81,"Feb 19, 2019",1:38 AM,9661493,
RishaStyle,"Feb 19, 2019",3:09 AM,9661526,
Michael81,"Feb 19, 2019",4:04 AM,9661554,12.0
RishaStyle,"Feb 19, 2019",4:19 AM,9661561,
Michael81,"Feb 19, 2019",4:32 AM,9661567,
Eli Curt,"Feb 19, 2019",5:05 AM,9661591,
An Acute Style,"Feb 19, 2019",5:16 AM,9661602,6.0
Thrift Vader,"Feb 19, 2019",5:33 AM,9661612,5.0
Luigi_M,"Feb 19, 2019",6:11 AM,9661651,10.0
Luigi_M,"Feb 19, 2019",6:16 AM,9661654,
Roy Al,"Feb 19, 2019",6:19 AM,9661662,17.0
Thrift Vader,"Feb 19, 2019",6:57 AM,9661720,
Michael81,"Feb 19, 2019",7:06 AM,9661730,
Poszetka,"Feb 19, 2019",7:10 AM,9661735,29.0
Thin White Duke,"Feb 19, 2019",7:14 AM,9661741,7.0
Clouseau,"Feb 19, 2019",7:23 AM,9661751,
Riva,"Feb 19, 2019",7:23 AM,9661753,
Thrift Vader,"Feb 19, 2019",7:25 AM,9661755,
saskatoonjay,"Feb 19, 2019",7:43 AM,9661794,
Riva,"Feb 19, 2019",7:49 AM,9661803,
Thrift Vader,"Feb 19, 2019",7:51 AM,9661806,5.0
Michael81,"Feb 19, 2019",7:51 AM,9661808,
Thrift Vader,"Feb 19, 2019",7:59 AM,9661825,
saskatoonjay,"Feb 19, 2019",8:02 AM,9661831,
Mr Knightley,"Feb 19, 2019",8:08 AM,9661843,28.0
Thrift Vader,"Feb 19, 2019",8:08 AM,9661844,
EFV,"Feb 19, 2019",9:09 AM,9661955,
Kappelan,"Feb 19, 2019",11:29 AM,9662156,
Luigi_M,"Feb 19, 2019",11:47 AM,9662186,7.0
isealbz,"Feb 19, 2019",1:38 PM,9662330,
An Acute Style,"Feb 19, 2019",5:58 PM,9662618,10.0
Epicure,"Feb 19, 2019",6:50 PM,9662666,6.0
NorwRichard,"Feb 19, 2019",9:36 PM,9662803,
1st Step,"Feb 19, 2019",9:56 PM,9662810,
bernoulli,"Feb 19, 2019",10:31 PM,9662819,13.0
Riva,"Feb 19, 2019",10:38 PM,9662821,
Mr Knightley,"Feb 20, 2019",3:55 AM,9662910,
Riva,"Feb 20, 2019",4:14 AM,9662918,
DiplomaticTies,"Feb 20, 2019",4:22 AM,9662922,18.0
An Acute Style,"Feb 20, 2019",4:36 AM,9662925,
upr_crust,"Feb 20, 2019",4:36 AM,9662926,5.0
Eli Curt,"Feb 20, 2019",4:57 AM,9662945,23.0
Michael81,"Feb 20, 2019",5:07 AM,9662954,5.0
Eli Curt,"Feb 20, 2019",5:16 AM,9662963,
Veremund,"Feb 20, 2019",5:36 AM,9662980,
Caustic Man,"Feb 20, 2019",5:40 AM,9662986,
Aloysius16,"Feb 20, 2019",5:53 AM,9663000,11.0
Roy Al,"Feb 20, 2019",6:08 AM,9663011,
Roy Al,"Feb 20, 2019",6:29 AM,9663035,14.0
Poszetka,"Feb 20, 2019",6:48 AM,9663057,27.0
An Acute Style,"Feb 20, 2019",10:18 AM,9663330,23.0
Luigi_M,"Feb 20, 2019",11:09 AM,9663412,
steveabdn,"Feb 20, 2019",11:10 AM,9663413,
Luigi_M,"Feb 20, 2019",11:12 AM,9663418,
shirtsnob,"Feb 20, 2019",11:19 AM,9663429,
DiplomaticTies,"Feb 20, 2019",12:42 PM,9663556,32.0
Eli Curt,"Feb 20, 2019",12:46 PM,9663561,
Thin White Duke,"Feb 20, 2019",12:52 PM,9663565,
Roycru,"Feb 20, 2019",2:17 PM,9663652,27.0
Clouseau,"Feb 20, 2019",2:28 PM,9663663,
steveabdn,"Feb 20, 2019",2:43 PM,9663687,
An Acute Style,"Feb 20, 2019",3:00 PM,9663712,
upr_crust,"Feb 20, 2019",3:03 PM,9663716,
steveabdn,"Feb 20, 2019",3:08 PM,9663723,
Eli Curt,"Feb 20, 2019",3:17 PM,9663732,
Roycru,"Feb 20, 2019",4:24 PM,9663784,23.0
RishaStyle,"Feb 20, 2019",5:42 PM,9663887,
Epicure,"Feb 20, 2019",6:04 PM,9663909,
Epicure,"Feb 20, 2019",6:17 PM,9663927,
Eli Curt,"Feb 20, 2019",6:26 PM,9663940,
Ebichuman,"Feb 20, 2019",6:52 PM,9663966,
Epicure,"Feb 20, 2019",6:56 PM,9663975,
RishaStyle,"Feb 20, 2019",7:00 PM,9663983,8.0
An Acute Style,"Feb 20, 2019",7:11 PM,9664002,
upr_crust,"Feb 20, 2019",7:54 PM,9664053,8.0
bernoulli,"Feb 20, 2019",8:22 PM,9664086,
Epicure,"Feb 20, 2019",8:23 PM,9664088,
An Acute Style,"Feb 20, 2019",8:36 PM,9664103,
Riva,"Feb 20, 2019",8:47 PM,9664113,
Michael81,"Feb 20, 2019",11:07 PM,9664178,
blekit,"Feb 20, 2019",11:55 PM,9664187,31.0
bernoulli,"Feb 21, 2019",12:23 AM,9664194,26.0
Purplelabel,"Feb 21, 2019",1:51 AM,9664219,5.0
Padorkous,"Feb 21, 2019",3:40 AM,9664261,
blekit,"Feb 21, 2019",4:07 AM,9664269,
upr_crust,"Feb 21, 2019",4:48 AM,9664292,28.0
Eli Curt,"Feb 21, 2019",4:53 AM,9664296,15.0
Mr Knightley,"Feb 21, 2019",5:48 AM,9664349,
Luigi_M,"Feb 21, 2019",5:56 AM,9664355,17.0
RishaStyle,"Feb 21, 2019",6:12 AM,9664378,24.0
RishaStyle,"Feb 21, 2019",6:16 AM,9664384,
Purplelabel,"Feb 21, 2019",6:23 AM,9664391,
Michael81,"Feb 21, 2019",6:25 AM,9664394,6.0
Caustic Man,"Feb 21, 2019",7:10 AM,9664451,
themanfromLisbon,"Feb 21, 2019",7:25 AM,9664485,
Purplelabel,"Feb 21, 2019",7:37 AM,9664516,
Caustic Man,"Feb 21, 2019",7:41 AM,9664527,
An Acute Style,"Feb 21, 2019",8:01 AM,9664563,
Caustic Man,"Feb 21, 2019",8:06 AM,9664576,
bullrams,"Feb 21, 2019",8:12 AM,9664586,5.0
Eli Curt,"Feb 21, 2019",9:05 AM,9664667,
Michael81,"Feb 21, 2019",9:07 AM,9664671,5.0
Riva,"Feb 21, 2019",9:11 AM,9664679,
Clouseau,"Feb 21, 2019",9:14 AM,9664682,7.0
Riva,"Feb 21, 2019",9:17 AM,9664683,
RishaStyle,"Feb 21, 2019",9:37 AM,9664715,
RishaStyle,"Feb 21, 2019",9:37 AM,9664716,
lordsuperb,"Feb 21, 2019",9:42 AM,9664723,
Aloysius16,"Feb 21, 2019",9:45 AM,9664727,17.0
RishaStyle,"Feb 21, 2019",9:46 AM,9664731,
RishaStyle,"Feb 21, 2019",9:52 AM,9664735,
eddiemczee,"Feb 21, 2019",10:05 AM,9664753,42.0
Roy Al,"Feb 21, 2019",10:22 AM,9664785,29.0
Luigi_M,"Feb 21, 2019",11:04 AM,9664869,
Caustic Man,"Feb 21, 2019",11:05 AM,9664871,
Michael81,"Feb 21, 2019",11:11 AM,9664886,48.0
Substanceoverstyle,"Feb 21, 2019",11:23 AM,9664902,
Roy Al,"Feb 21, 2019",11:30 AM,9664919,
Aloysius16,"Feb 21, 2019",11:42 AM,9664936,
drfwtx,"Feb 21, 2019",12:20 PM,9665008,
Michael81,"Feb 21, 2019",12:34 PM,9665028,
pickergc,"Feb 21, 2019",12:45 PM,9665050,32.0
#dadcore,"Feb 21, 2019",1:03 PM,9665070,
Thin White Duke,"Feb 21, 2019",1:03 PM,9665071,
jtorres94,"Feb 21, 2019",1:05 PM,9665074,
pickergc,"Feb 21, 2019",1:22 PM,9665100,
Riva,"Feb 21, 2019",3:53 PM,9665287,
Riva,"Feb 21, 2019",4:27 PM,9665330,
Thin White Duke,"Feb 21, 2019",4:42 PM,9665341,
Eli Curt,"Feb 21, 2019",4:56 PM,9665349,
Riva,"Feb 21, 2019",5:01 PM,9665352,
RishaStyle,"Feb 21, 2019",5:22 PM,9665371,
am55,"Feb 21, 2019",5:57 PM,9665420,
Riva,"Feb 21, 2019",7:07 PM,9665487,7.0
Epicure,"Feb 21, 2019",7:45 PM,9665532,
RishaStyle,"Feb 21, 2019",8:25 PM,9665569,13.0
RishaStyle,"Feb 21, 2019",9:31 PM,9665593,
chocsosa,"Feb 22, 2019",12:04 AM,9665643,42.0
blekit,"Feb 22, 2019",12:33 AM,9665649,18.0
txm22,"Feb 22, 2019",4:09 AM,9665718,17.0
upr_crust,"Feb 22, 2019",4:52 AM,9665757,23.0
RishaStyle,"Feb 22, 2019",5:01 AM,9665774,
themanfromLisbon,"Feb 22, 2019",7:03 AM,9665893,
Kappelan,"Feb 22, 2019",7:11 AM,9665910,29.0
Clouseau,"Feb 22, 2019",7:14 AM,9665918,
Kappelan,"Feb 22, 2019",7:36 AM,9665970,
EFV,"Feb 22, 2019",8:21 AM,9666067,37.0
RishaStyle,"Feb 22, 2019",8:55 AM,9666113,12.0
An Acute Style,"Feb 22, 2019",9:10 AM,9666130,
An Acute Style,"Feb 22, 2019",9:15 AM,9666140,
RishaStyle,"Feb 22, 2019",9:17 AM,9666144,
ericgereghty,"Feb 22, 2019",9:19 AM,9666148,
RishaStyle,"Feb 22, 2019",9:21 AM,9666156,
Don L,"Feb 22, 2019",9:31 AM,9666169,
RishaStyle,"Feb 22, 2019",9:34 AM,9666173,
Luigi_M,"Feb 22, 2019",10:10 AM,9666226,
ericgereghty,"Feb 22, 2019",10:23 AM,9666244,
Mr. Six,"Feb 22, 2019",12:02 PM,9666404,32.0
An Acute Style,"Feb 22, 2019",12:14 PM,9666428,19.0
Clouseau,"Feb 22, 2019",1:10 PM,9666523,22.0
Eli Curt,"Feb 22, 2019",1:31 PM,9666575,
2942,"Feb 22, 2019",1:53 PM,9666610,
Eli Curt,"Feb 22, 2019",2:20 PM,9666648,11.0
1st Step,"Feb 22, 2019",2:21 PM,9666649,
An Acute Style,"Feb 22, 2019",2:55 PM,9666682,
jdp234,"Feb 22, 2019",3:46 PM,9666729,
RishaStyle,"Feb 22, 2019",5:07 PM,9666802,
SonnyUte,"Feb 22, 2019",6:48 PM,9666908,
SonnyUte,"Feb 22, 2019",6:52 PM,9666913,
An Acute Style,"Feb 22, 2019",6:58 PM,9666919,
induere_to,"Feb 22, 2019",7:20 PM,9666937,9.0
1st Step,"Feb 22, 2019",10:04 PM,9667049,
Roy Al,"Feb 23, 2019",12:55 AM,9667100,17.0
Markus W,"Feb 23, 2019",4:48 AM,9667169,24.0
RishaStyle,"Feb 23, 2019",7:42 AM,9667284,19.0
Patrick R,"Feb 23, 2019",9:08 AM,9667370,35.0
DiplomaticTies,"Feb 23, 2019",9:32 AM,9667396,35.0
Zerase,"Feb 23, 2019",9:50 AM,9667413,
DiplomaticTies,"Feb 23, 2019",9:56 AM,9667419,
An Acute Style,"Feb 23, 2019",10:08 AM,9667430,
Thin White Duke,"Feb 23, 2019",10:08 AM,9667432,
DiplomaticTies,"Feb 23, 2019",10:12 AM,9667437,
DiplomaticTies,"Feb 23, 2019",10:24 AM,9667444,
Clouseau,"Feb 23, 2019",10:54 AM,9667466,
Mr Knightley,"Feb 23, 2019",11:05 AM,9667481,25.0
Eli Curt,"Feb 23, 2019",3:45 PM,9667767,
am55,"Feb 23, 2019",4:01 PM,9667782,
DiplomaticTies,"Feb 23, 2019",4:56 PM,9667831,
An Acute Style,"Feb 23, 2019",6:38 PM,9667925,24.0
RishaStyle,"Feb 23, 2019",8:18 PM,9668003,17.0
An Acute Style,"Feb 23, 2019",8:24 PM,9668010,
RishaStyle,"Feb 23, 2019",8:34 PM,9668017,
Twins,"Feb 24, 2019",4:35 AM,9668139,17.0
Dusty Heaters,"Feb 24, 2019",9:01 AM,9668357,36.0
unprocessed,"Feb 24, 2019",9:59 AM,9668434,
Eli Curt,"Feb 24, 2019",10:02 AM,9668437,
unprocessed,"Feb 24, 2019",10:19 AM,9668455,
Jamesgatz,"Feb 24, 2019",10:25 AM,9668457,
flipstah,"Feb 24, 2019",10:29 AM,9668460,
An Acute Style,"Feb 24, 2019",10:36 AM,9668469,14.0
drfwtx,"Feb 24, 2019",12:04 PM,9668562,17.0
SonnyUte,"Feb 24, 2019",12:31 PM,9668599,
flipstah,"Feb 24, 2019",1:25 PM,9668679,
SonnyUte,"Feb 24, 2019",1:37 PM,9668710,
flipstah,"Feb 24, 2019",1:58 PM,9668731,
BlairW,"Feb 24, 2019",3:22 PM,9668808,38.0
SonnyUte,"Feb 24, 2019",5:07 PM,9668906,
Eli Curt,"Feb 24, 2019",5:23 PM,9668919,10.0
1st Step,"Feb 24, 2019",7:55 PM,9669039,
bernoulli,"Feb 24, 2019",10:03 PM,9669090,18.0
SplurgeFrugal,"Feb 24, 2019",10:46 PM,9669101,
SplurgeFrugal,"Feb 24, 2019",10:50 PM,9669103,
Ebonyman,"Feb 24, 2019",10:53 PM,9669105,
zr3rs,"Feb 24, 2019",11:46 PM,9669127,26.0
Mr Knightley,"Feb 25, 2019",1:25 AM,9669141,
Michael81,"Feb 25, 2019",1:32 AM,9669143,
Eli Curt,"Feb 25, 2019",2:06 AM,9669153,
Michael81,"Feb 25, 2019",2:09 AM,9669154,7.0
Clouseau,"Feb 25, 2019",2:11 AM,9669155,
Mr Knightley,"Feb 25, 2019",2:13 AM,9669156,
txm22,"Feb 25, 2019",4:17 AM,9669200,46.0
upr_crust,"Feb 25, 2019",4:44 AM,9669212,26.0
Poszetka,"Feb 25, 2019",4:50 AM,9669215,23.0
RishaStyle,"Feb 25, 2019",4:56 AM,9669219,12.0
Eli Curt,"Feb 25, 2019",6:06 AM,9669269,
Newcomer,"Feb 25, 2019",6:42 AM,9669308,50.0
Betelgeuse,"Feb 25, 2019",6:57 AM,9669324,28.0
Roy Al,"Feb 25, 2019",8:17 AM,9669411,12.0
Murlsquirl,"Feb 25, 2019",9:54 AM,9669519,
Alocin,"Feb 25, 2019",9:59 AM,9669526,20.0
Newcomer,"Feb 25, 2019",10:38 AM,9669565,
Patrick R,"Feb 25, 2019",10:40 AM,9669567,
Patrick R,"Feb 25, 2019",10:41 AM,9669568,
BlairW,"Feb 25, 2019",10:58 AM,9669594,32.0
flipstah,"Feb 25, 2019",11:11 AM,9669611,18.0
eddiemczee,"Feb 25, 2019",12:38 PM,9669731,
in stitches,"Feb 25, 2019",12:58 PM,9669755,51.0
colHolm,"Feb 25, 2019",1:09 PM,9669769,
flipstah,"Feb 25, 2019",1:43 PM,9669816,
steveabdn,"Feb 25, 2019",2:50 PM,9669904,
steveabdn,"Feb 25, 2019",2:59 PM,9669912,
upr_crust,"Feb 25, 2019",3:17 PM,9669925,
in stitches,"Feb 25, 2019",4:19 PM,9669998,
Kappelan,"Feb 25, 2019",5:06 PM,9670033,13.0
Kappelan,"Feb 25, 2019",5:13 PM,9670045,
Caustic Man,"Feb 25, 2019",6:49 PM,9670155,5.0
Roycru,"Feb 25, 2019",7:15 PM,9670182,15.0
in stitches,"Feb 25, 2019",7:19 PM,9670188,
RishaStyle,"Feb 25, 2019",7:51 PM,9670218,5.0
bernoulli,"Feb 25, 2019",8:07 PM,9670235,19.0
SonnyUte,"Feb 25, 2019",8:23 PM,9670242,
RishaStyle,"Feb 25, 2019",8:23 PM,9670243,
RishaStyle,"Feb 25, 2019",8:26 PM,9670244,
bernoulli,"Feb 25, 2019",8:46 PM,9670251,
Patrick R,"Feb 25, 2019",10:07 PM,9670280,
RishaStyle,"Feb 25, 2019",10:39 PM,9670289,
Michael81,"Feb 25, 2019",10:47 PM,9670290,
Luigi_M,"Feb 25, 2019",10:54 PM,9670292,
Michael81,"Feb 25, 2019",11:00 PM,9670295,
RishaStyle,"Feb 25, 2019",11:02 PM,9670296,
Luigi_M,"Feb 25, 2019",11:32 PM,9670304,
bernoulli,"Feb 26, 2019",12:15 AM,9670312,
Michael81,"Feb 26, 2019",12:25 AM,9670316,
RishaStyle,"Feb 26, 2019",2:07 AM,9670328,41.0
Luigi_M,"Feb 26, 2019",3:12 AM,9670347,
SJR3,"Feb 26, 2019",3:14 AM,9670348,
RishaStyle,"Feb 26, 2019",3:25 AM,9670356,
RishaStyle,"Feb 26, 2019",3:28 AM,9670360,
upr_crust,"Feb 26, 2019",4:45 AM,9670401,23.0
Betelgeuse,"Feb 26, 2019",6:18 AM,9670507,21.0
drfwtx,"Feb 26, 2019",6:48 AM,9670552,
Kappelan,"Feb 26, 2019",7:16 AM,9670593,6.0
KotaB,"Feb 26, 2019",7:25 AM,9670603,
Poszetka,"Feb 26, 2019",7:58 AM,9670641,13.0
themanfromLisbon,"Feb 26, 2019",7:59 AM,9670644,
An Acute Style,"Feb 26, 2019",8:09 AM,9670665,
Kappelan,"Feb 26, 2019",8:10 AM,9670668,
Eli Curt,"Feb 26, 2019",8:12 AM,9670673,
themanfromLisbon,"Feb 26, 2019",8:13 AM,9670678,
Murlsquirl,"Feb 26, 2019",8:23 AM,9670707,40.0
Alocin,"Feb 26, 2019",8:34 AM,9670738,36.0
in stitches,"Feb 26, 2019",8:34 AM,9670742,
ericgereghty,"Feb 26, 2019",8:47 AM,9670760,
ericgereghty,"Feb 26, 2019",8:48 AM,9670764,
RishaStyle,"Feb 26, 2019",9:01 AM,9670803,
Roy Al,"Feb 26, 2019",9:21 AM,9670827,11.0
drfwtx,"Feb 26, 2019",9:49 AM,9670874,
BlairW,"Feb 26, 2019",10:00 AM,9670897,
KotaB,"Feb 26, 2019",10:10 AM,9670914,
Alocin,"Feb 26, 2019",10:11 AM,9670917,
EFV,"Feb 26, 2019",11:10 AM,9670984,42.0
in stitches,"Feb 26, 2019",1:35 PM,9671188,
ter1413,"Feb 26, 2019",1:56 PM,9671214,
RishaStyle,"Feb 26, 2019",4:41 PM,9671414,
Claghorn,"Feb 26, 2019",5:48 PM,9671471,46.0
AJL,"Feb 26, 2019",5:58 PM,9671485,
RishaStyle,"Feb 26, 2019",6:12 PM,9671495,
1st Step,"Feb 26, 2019",7:32 PM,9671570,8.0
RishaStyle,"Feb 26, 2019",7:47 PM,9671578,7.0
jtorres94,"Feb 26, 2019",10:16 PM,9671652,
bernoulli,"Feb 26, 2019",11:48 PM,9671681,7.0
Luigi_M,"Feb 27, 2019",2:54 AM,9671727,18.0
Luigi_M,"Feb 27, 2019",2:57 AM,9671729,
Eli Curt,"Feb 27, 2019",3:15 AM,9671732,
am55,"Feb 27, 2019",3:15 AM,9671733,
bernoulli,"Feb 27, 2019",3:17 AM,9671734,
txm22,"Feb 27, 2019",4:15 AM,9671765,39.0
themanfromLisbon,"Feb 27, 2019",4:26 AM,9671772,5.0
upr_crust,"Feb 27, 2019",4:44 AM,9671781,27.0
RishaStyle,"Feb 27, 2019",5:47 AM,9671838,5.0
pickergc,"Feb 27, 2019",6:15 AM,9671867,
Luigi_M,"Feb 27, 2019",6:20 AM,9671876,
Eli Curt,"Feb 27, 2019",6:30 AM,9671896,
