username,date,hms,post_num,num_likes
msg,"Jan 4, 2018",11:30 AM,9151906,12.0
Citaro,"Jan 4, 2018",12:30 PM,9152006,82.0
Pangolin,"Jan 4, 2018",12:46 PM,9152039,
FrankCowperwood,"Jan 4, 2018",12:50 PM,9152041,
e0d9n0b5,"Jan 4, 2018",12:55 PM,9152052,9.0
Citaro,"Jan 4, 2018",12:56 PM,9152054,
FrankCowperwood,"Jan 4, 2018",12:58 PM,9152055,
RegisDB9,"Jan 4, 2018",2:29 PM,9152203,18.0
MaiLam,"Jan 4, 2018",3:00 PM,9152268,16.0
RegisDB9,"Jan 4, 2018",3:13 PM,9152289,
noob in 89,"Jan 4, 2018",4:38 PM,9152417,
Citaro,"Jan 4, 2018",5:03 PM,9152467,
RegisDB9,"Jan 4, 2018",5:30 PM,9152511,
g transistor,"Jan 4, 2018",5:53 PM,9152546,
noob in 89,"Jan 4, 2018",8:46 PM,9152784,
RegisDB9,"Jan 4, 2018",9:52 PM,9152844,
jet,"Jan 4, 2018",10:33 PM,9152869,
Thrift Vader,"Jan 4, 2018",10:48 PM,9152884,
chickenfark,"Jan 5, 2018",7:33 AM,9153221,50.0
Cotton Dockers,"Jan 5, 2018",9:16 AM,9153371,31.0
RegisDB9,"Jan 5, 2018",10:00 AM,9153461,
falgfalg,"Jan 5, 2018",10:07 AM,9153473,18.0
evolsirhc,"Jan 5, 2018",12:01 PM,9153696,10.0
WBaker,"Jan 5, 2018",4:37 PM,9154116,20.0
stoptryinghard,"Jan 5, 2018",4:54 PM,9154159,
gettoasty,"Jan 5, 2018",5:03 PM,9154174,
WBaker,"Jan 5, 2018",5:08 PM,9154188,
RegisDB9,"Jan 5, 2018",5:14 PM,9154196,10.0
e0d9n0b5,"Jan 5, 2018",5:37 PM,9154233,9.0
RegisDB9,"Jan 5, 2018",6:10 PM,9154267,10.0
stoptryinghard,"Jan 5, 2018",6:16 PM,9154273,
jet,"Jan 5, 2018",6:25 PM,9154279,
colabear,"Jan 5, 2018",6:37 PM,9154293,6.0
stoptryinghard,"Jan 5, 2018",6:47 PM,9154301,
noob in 89,"Jan 5, 2018",6:48 PM,9154304,18.0
colabear,"Jan 5, 2018",6:58 PM,9154314,
colabear,"Jan 5, 2018",6:58 PM,9154315,12.0
devinhsieh,"Jan 5, 2018",7:21 PM,9154343,
noob in 89,"Jan 5, 2018",8:07 PM,9154366,
conceptual 4est,"Jan 5, 2018",11:03 PM,9154390,12.0
ChronBong,"Jan 5, 2018",11:51 PM,9154400,
zxcvbn,"Jan 6, 2018",5:23 AM,9154495,24.0
KamoteJoe,"Jan 6, 2018",2:29 PM,9155085,45.0
happyriverz,"Jan 6, 2018",4:39 PM,9155227,6.0
flipstah,"Jan 6, 2018",7:29 PM,9155367,
colabear,"Jan 6, 2018",7:53 PM,9155390,
kbadgley84,"Jan 6, 2018",8:06 PM,9155396,
colabear,"Jan 6, 2018",8:09 PM,9155401,
kbadgley84,"Jan 6, 2018",8:14 PM,9155408,
Francks,"Jan 6, 2018",8:17 PM,9155412,46.0
colabear,"Jan 6, 2018",8:21 PM,9155415,
Thrift Vader,"Jan 6, 2018",9:47 PM,9155472,
tgaith77,"Jan 7, 2018",7:50 AM,9155671,
Thrift Vader,"Jan 7, 2018",8:04 AM,9155679,
Rais,"Jan 7, 2018",8:11 AM,9155690,34.0
Benesyed,"Jan 7, 2018",8:46 AM,9155726,31.0
Thrift Vader,"Jan 7, 2018",8:54 AM,9155738,
stoptryinghard,"Jan 7, 2018",9:20 AM,9155765,
#dadcore,"Jan 7, 2018",10:26 AM,9155826,30.0
beepbop,"Jan 7, 2018",7:47 PM,9156557,39.0
diniro,"Jan 7, 2018",7:59 PM,9156564,
gettoasty,"Jan 7, 2018",8:13 PM,9156586,
jet,"Jan 7, 2018",10:44 PM,9156711,
penanceroyaltea,"Jan 7, 2018",10:59 PM,9156721,6.0
Homme,"Jan 8, 2018",7:42 AM,9156994,28.0
robinsongreen68,"Jan 8, 2018",8:57 AM,9157098,11.0
stevenkmason,"Jan 8, 2018",9:09 AM,9157112,
Mr. Moo,"Jan 8, 2018",11:37 AM,9157322,
Benesyed,"Jan 8, 2018",11:50 AM,9157343,
nahneun,"Jan 8, 2018",12:04 PM,9157354,
Mr. Moo,"Jan 8, 2018",12:20 PM,9157371,
falgfalg,"Jan 8, 2018",1:21 PM,9157430,12.0
RegisDB9,"Jan 8, 2018",4:12 PM,9157677,28.0
Spehsmonkey,"Jan 8, 2018",4:21 PM,9157685,
WBaker,"Jan 8, 2018",4:25 PM,9157690,
FireM,"Jan 8, 2018",4:43 PM,9157700,24.0
Benesyed,"Jan 8, 2018",4:45 PM,9157703,37.0
falgfalg,"Jan 8, 2018",4:54 PM,9157718,
e0d9n0b5,"Jan 8, 2018",5:01 PM,9157732,
Spehsmonkey,"Jan 8, 2018",5:15 PM,9157756,
Benesyed,"Jan 8, 2018",5:17 PM,9157759,
RegisDB9,"Jan 8, 2018",5:29 PM,9157775,11.0
FireM,"Jan 9, 2018",5:30 AM,9158354,21.0
Betelgeuse,"Jan 9, 2018",6:26 AM,9158386,14.0
happyriverz,"Jan 9, 2018",8:15 AM,9158496,15.0
nahneun,"Jan 9, 2018",9:06 AM,9158569,
Thrift Vader,"Jan 9, 2018",9:41 AM,9158620,
ethanm,"Jan 9, 2018",10:05 AM,9158649,
nahneun,"Jan 9, 2018",10:09 AM,9158653,
dotcomzzz,"Jan 9, 2018",10:42 AM,9158712,
robinsongreen68,"Jan 9, 2018",10:45 AM,9158716,
Spehsmonkey,"Jan 9, 2018",10:47 AM,9158720,
KamoteJoe,"Jan 9, 2018",10:47 AM,9158721,41.0
flipstah,"Jan 9, 2018",10:57 AM,9158729,
e0d9n0b5,"Jan 9, 2018",11:05 AM,9158740,36.0
Benesyed,"Jan 9, 2018",11:49 AM,9158802,
nahneun,"Jan 9, 2018",1:32 PM,9159016,
gettoasty,"Jan 9, 2018",1:45 PM,9159034,
nahneun,"Jan 9, 2018",1:49 PM,9159039,
gettoasty,"Jan 9, 2018",2:00 PM,9159058,
nahneun,"Jan 9, 2018",2:05 PM,9159067,
deathrayromano,"Jan 9, 2018",2:31 PM,9159111,23.0
ChronBong,"Jan 9, 2018",4:03 PM,9159237,
baltimoron,"Jan 9, 2018",4:24 PM,9159262,
nahneun,"Jan 9, 2018",4:52 PM,9159290,
baltimoron,"Jan 9, 2018",5:08 PM,9159314,
penanceroyaltea,"Jan 9, 2018",8:16 PM,9159599,
Benesyed,"Jan 9, 2018",8:26 PM,9159606,
nahneun,"Jan 9, 2018",8:55 PM,9159642,
MGoCrimson,"Jan 9, 2018",8:55 PM,9159643,
penanceroyaltea,"Jan 9, 2018",10:47 PM,9159738,
gettoasty,"Jan 9, 2018",11:55 PM,9159778,
Benesyed,"Jan 10, 2018",1:06 AM,9159814,
nahneun,"Jan 10, 2018",4:32 AM,9159877,
Benesyed,"Jan 10, 2018",4:34 AM,9159882,
nsubrmnn,"Jan 10, 2018",5:57 AM,9159937,
FireM,"Jan 10, 2018",6:04 AM,9159946,
Cotton Dockers,"Jan 10, 2018",7:45 AM,9160044,
deathrayromano,"Jan 10, 2018",7:54 AM,9160060,
Thrift Vader,"Jan 10, 2018",10:00 AM,9160222,
Thrift Vader,"Jan 10, 2018",10:02 AM,9160225,
RegisDB9,"Jan 10, 2018",10:43 AM,9160278,14.0
Thrift Vader,"Jan 10, 2018",10:47 AM,9160287,
kbadgley84,"Jan 10, 2018",10:57 AM,9160300,
Spehsmonkey,"Jan 10, 2018",11:39 AM,9160356,
Cotton Dockers,"Jan 10, 2018",11:45 AM,9160366,27.0
RegisDB9,"Jan 10, 2018",11:46 AM,9160367,5.0
ChronBong,"Jan 10, 2018",12:00 PM,9160390,
kbadgley84,"Jan 10, 2018",12:07 PM,9160398,
RegisDB9,"Jan 10, 2018",12:18 PM,9160410,
kbadgley84,"Jan 10, 2018",12:39 PM,9160433,
RegisDB9,"Jan 10, 2018",12:51 PM,9160453,
kbadgley84,"Jan 10, 2018",12:57 PM,9160461,7.0
Mr. Moo,"Jan 10, 2018",3:43 PM,9160664,6.0
Benesyed,"Jan 10, 2018",3:45 PM,9160668,
Mr. Moo,"Jan 10, 2018",4:10 PM,9160698,
RegisDB9,"Jan 10, 2018",4:11 PM,9160701,
Dr Huh?,"Jan 10, 2018",4:12 PM,9160705,
RegisDB9,"Jan 10, 2018",4:16 PM,9160709,25.0
Mr. Moo,"Jan 10, 2018",4:16 PM,9160710,
malcb33,"Jan 10, 2018",4:23 PM,9160720,
RegisDB9,"Jan 10, 2018",4:24 PM,9160723,
Mr. Moo,"Jan 10, 2018",4:30 PM,9160733,
RegisDB9,"Jan 10, 2018",4:39 PM,9160744,
g transistor,"Jan 10, 2018",5:28 PM,9160838,14.0
Mr. Moo,"Jan 10, 2018",5:34 PM,9160849,
Benesyed,"Jan 10, 2018",5:52 PM,9160874,
ChronBong,"Jan 10, 2018",6:17 PM,9160916,
diniro,"Jan 10, 2018",9:01 PM,9161162,10.0
penanceroyaltea,"Jan 10, 2018",9:48 PM,9161211,
ChronBong,"Jan 10, 2018",10:10 PM,9161227,
in stitches,"Jan 10, 2018",10:45 PM,9161255,
the kidcrash,"Jan 11, 2018",3:33 AM,9161366,38.0
FrankCowperwood,"Jan 11, 2018",4:34 AM,9161397,
stevenkmason,"Jan 11, 2018",5:52 AM,9161458,
5rd_place,"Jan 11, 2018",6:42 AM,9161523,13.0
Cotton Dockers,"Jan 11, 2018",7:07 AM,9161569,
in stitches,"Jan 11, 2018",7:42 AM,9161612,
Thrift Vader,"Jan 11, 2018",9:58 AM,9161805,
Thrift Vader,"Jan 11, 2018",10:04 AM,9161810,
KamoteJoe,"Jan 11, 2018",10:13 AM,9161826,31.0
nahneun,"Jan 11, 2018",10:22 AM,9161838,
robinsongreen68,"Jan 11, 2018",10:24 AM,9161842,
Thrift Vader,"Jan 11, 2018",10:40 AM,9161868,
erictheobscure,"Jan 11, 2018",10:59 AM,9161889,5.0
5rd_place,"Jan 11, 2018",11:59 AM,9161999,
kgfan5,"Jan 11, 2018",12:18 PM,9162028,56.0
Baron,"Jan 11, 2018",1:15 PM,9162114,9.0
in stitches,"Jan 11, 2018",1:32 PM,9162132,
conceptual 4est,"Jan 11, 2018",1:47 PM,9162146,28.0
the shah,"Jan 11, 2018",1:53 PM,9162150,
Baron,"Jan 11, 2018",1:57 PM,9162156,
dotcomzzz,"Jan 11, 2018",3:20 PM,9162265,
nahneun,"Jan 11, 2018",3:44 PM,9162284,
Spehsmonkey,"Jan 11, 2018",3:47 PM,9162287,
ChronBong,"Jan 11, 2018",3:49 PM,9162291,
oulipien,"Jan 11, 2018",3:54 PM,9162299,
in stitches,"Jan 11, 2018",4:31 PM,9162361,
cocostella,"Jan 11, 2018",4:36 PM,9162368,
WBaker,"Jan 11, 2018",4:38 PM,9162371,14.0
RegisDB9,"Jan 11, 2018",5:31 PM,9162444,
conceptual 4est,"Jan 11, 2018",8:06 PM,9162719,9.0
Spehsmonkey,"Jan 11, 2018",8:15 PM,9162727,
Mr. Moo,"Jan 11, 2018",8:45 PM,9162772,
RegisDB9,"Jan 11, 2018",8:46 PM,9162775,
RegisDB9,"Jan 11, 2018",8:47 PM,9162780,
Man with Apple,"Jan 11, 2018",9:03 PM,9162801,
Spehsmonkey,"Jan 11, 2018",9:07 PM,9162808,
Jonas251,"Jan 11, 2018",9:58 PM,9162882,
e0d9n0b5,"Jan 11, 2018",10:13 PM,9162899,
ChronBong,"Jan 11, 2018",10:20 PM,9162908,
robinsongreen68,"Jan 12, 2018",2:05 AM,9163065,
conceptual 4est,"Jan 12, 2018",3:14 AM,9163081,23.0
headytopper125,"Jan 12, 2018",5:53 AM,9163135,12.0
Jonas251,"Jan 12, 2018",6:06 AM,9163146,
FrankCowperwood,"Jan 12, 2018",6:11 AM,9163148,
Lorcan7,"Jan 12, 2018",9:08 AM,9163329,48.0
cocostella,"Jan 12, 2018",9:18 AM,9163344,
KamoteJoe,"Jan 12, 2018",9:42 AM,9163385,37.0
oulipien,"Jan 12, 2018",10:11 AM,9163437,
robinsongreen68,"Jan 12, 2018",10:27 AM,9163461,
kbadgley84,"Jan 12, 2018",10:37 AM,9163477,
Mr. Moo,"Jan 12, 2018",10:38 AM,9163480,
Mr. Moo,"Jan 12, 2018",10:44 AM,9163488,
KamoteJoe,"Jan 12, 2018",10:52 AM,9163501,33.0
e0d9n0b5,"Jan 12, 2018",10:55 AM,9163508,
Mr. Moo,"Jan 12, 2018",10:55 AM,9163510,
Jonas251,"Jan 12, 2018",10:57 AM,9163512,
kbadgley84,"Jan 12, 2018",11:02 AM,9163519,
Lohikaarme,"Jan 12, 2018",11:10 AM,9163533,36.0
Mr. Moo,"Jan 12, 2018",11:20 AM,9163547,
e0d9n0b5,"Jan 12, 2018",11:25 AM,9163556,
il_colonnello,"Jan 12, 2018",11:31 AM,9163567,20.0
justridiculous,"Jan 12, 2018",11:36 AM,9163573,
Mr. Moo,"Jan 12, 2018",11:37 AM,9163575,
troika,"Jan 12, 2018",11:37 AM,9163580,
KamoteJoe,"Jan 12, 2018",11:44 AM,9163589,
Mr. Moo,"Jan 12, 2018",11:48 AM,9163596,
e0d9n0b5,"Jan 12, 2018",11:49 AM,9163598,
il_colonnello,"Jan 12, 2018",11:50 AM,9163602,12.0
Mr. Moo,"Jan 12, 2018",11:50 AM,9163604,
e0d9n0b5,"Jan 12, 2018",11:53 AM,9163609,
Mr. Moo,"Jan 12, 2018",11:53 AM,9163611,
nahneun,"Jan 12, 2018",11:56 AM,9163619,16.0
e0d9n0b5,"Jan 12, 2018",12:04 PM,9163643,
tobiasfunke,"Jan 12, 2018",12:08 PM,9163647,
KamoteJoe,"Jan 12, 2018",12:12 PM,9163656,8.0
Mr. Moo,"Jan 12, 2018",12:18 PM,9163670,
e0d9n0b5,"Jan 12, 2018",12:21 PM,9163677,
Dr Huh?,"Jan 12, 2018",12:34 PM,9163696,5.0
Benesyed,"Jan 12, 2018",12:40 PM,9163701,
Mr. Moo,"Jan 12, 2018",12:44 PM,9163707,
thatoneguy,"Jan 12, 2018",12:47 PM,9163718,7.0
Mr. Moo,"Jan 12, 2018",12:49 PM,9163719,
Mr. Moo,"Jan 12, 2018",12:54 PM,9163733,
RegisDB9,"Jan 12, 2018",1:17 PM,9163777,
jet,"Jan 12, 2018",1:31 PM,9163797,
kindofyoung,"Jan 12, 2018",1:36 PM,9163812,42.0
cocostella,"Jan 12, 2018",1:39 PM,9163824,
kbadgley84,"Jan 12, 2018",1:41 PM,9163828,13.0
e0d9n0b5,"Jan 12, 2018",1:56 PM,9163845,
blue peter,"Jan 12, 2018",1:59 PM,9163850,32.0
troika,"Jan 12, 2018",2:42 PM,9163907,8.0
eazye,"Jan 12, 2018",3:45 PM,9163959,
Mr. Moo,"Jan 12, 2018",3:48 PM,9163964,
eazye,"Jan 12, 2018",3:49 PM,9163966,
Mr. Moo,"Jan 12, 2018",3:55 PM,9163976,
WBaker,"Jan 12, 2018",4:09 PM,9163990,26.0
berlin report,"Jan 12, 2018",4:29 PM,9164013,70.0
kindofyoung,"Jan 12, 2018",5:40 PM,9164099,
GT-R,"Jan 12, 2018",6:29 PM,9164149,
kashmir,"Jan 12, 2018",6:50 PM,9164176,
penanceroyaltea,"Jan 12, 2018",7:06 PM,9164196,
il_colonnello,"Jan 13, 2018",12:58 AM,9164373,
Fuuma,"Jan 13, 2018",10:08 AM,9164707,
Fuuma,"Jan 13, 2018",10:10 AM,9164709,
Benesyed,"Jan 13, 2018",10:13 AM,9164710,6.0
Fuuma,"Jan 13, 2018",10:16 AM,9164714,
KamoteJoe,"Jan 13, 2018",10:20 AM,9164718,30.0
Mr. Moo,"Jan 13, 2018",11:16 AM,9164770,
#dadcore,"Jan 13, 2018",11:23 AM,9164778,18.0
Dirt,"Jan 13, 2018",12:13 PM,9164840,24.0
Fuuma,"Jan 13, 2018",12:38 PM,9164869,
Fuuma,"Jan 13, 2018",12:41 PM,9164874,
Benesyed,"Jan 13, 2018",2:45 PM,9164972,
WBaker,"Jan 13, 2018",3:03 PM,9164991,
Patrick R,"Jan 13, 2018",3:41 PM,9165025,
ghdvfddzgzdzg,"Jan 13, 2018",3:52 PM,9165032,28.0
#dadcore,"Jan 13, 2018",3:57 PM,9165042,
WBaker,"Jan 13, 2018",4:55 PM,9165078,
navetsea,"Jan 13, 2018",5:58 PM,9165139,8.0
WBaker,"Jan 13, 2018",6:54 PM,9165185,
NGOStudio,"Jan 13, 2018",7:20 PM,9165192,
kbadgley84,"Jan 13, 2018",8:32 PM,9165251,
flipstah,"Jan 13, 2018",9:23 PM,9165277,
flowcharts,"Jan 13, 2018",9:36 PM,9165283,
penanceroyaltea,"Jan 13, 2018",11:24 PM,9165330,5.0
Thrift Vader,"Jan 14, 2018",2:36 AM,9165359,6.0
santaclara,"Jan 14, 2018",3:45 AM,9165373,13.0
Thrift Vader,"Jan 14, 2018",5:54 AM,9165429,
flipstah,"Jan 14, 2018",7:02 AM,9165473,
stoptryinghard,"Jan 14, 2018",8:11 AM,9165531,
Dr Huh?,"Jan 14, 2018",8:59 AM,9165591,
Fuuma,"Jan 14, 2018",9:27 AM,9165616,
Fuuma,"Jan 14, 2018",9:30 AM,9165621,
Fuuma,"Jan 14, 2018",9:38 AM,9165632,
flipstah,"Jan 14, 2018",9:38 AM,9165634,5.0
berlin report,"Jan 14, 2018",10:05 AM,9165665,
Fuuma,"Jan 14, 2018",12:18 PM,9165824,
flipstah,"Jan 14, 2018",12:31 PM,9165835,
Fuuma,"Jan 14, 2018",12:36 PM,9165842,
RothLadder,"Jan 14, 2018",2:47 PM,9166012,12.0
WBaker,"Jan 14, 2018",3:43 PM,9166059,42.0
deathrayromano,"Jan 14, 2018",3:53 PM,9166067,14.0
msg,"Jan 14, 2018",3:56 PM,9166070,
RegisDB9,"Jan 14, 2018",4:26 PM,9166101,
cocostella,"Jan 14, 2018",4:29 PM,9166106,
FrankCowperwood,"Jan 14, 2018",4:29 PM,9166107,
WBaker,"Jan 14, 2018",4:32 PM,9166112,
blue peter,"Jan 14, 2018",4:36 PM,9166120,29.0
FrankCowperwood,"Jan 14, 2018",5:35 PM,9166230,
Preemo,"Jan 15, 2018",1:20 AM,9166608,32.0
Thrift Vader,"Jan 15, 2018",4:16 AM,9166646,
Benesyed,"Jan 15, 2018",4:29 AM,9166650,8.0
Thrift Vader,"Jan 15, 2018",4:50 AM,9166656,
SimonT,"Jan 15, 2018",6:12 AM,9166705,33.0
Thrift Vader,"Jan 15, 2018",6:21 AM,9166712,
RothLadder,"Jan 15, 2018",7:47 AM,9166754,
SimonT,"Jan 15, 2018",7:50 AM,9166758,
RegisDB9,"Jan 15, 2018",9:25 AM,9166895,
SimonT,"Jan 15, 2018",9:47 AM,9166921,
KamoteJoe,"Jan 15, 2018",10:01 AM,9166945,49.0
Thrift Vader,"Jan 15, 2018",10:03 AM,9166949,
Mr. Moo,"Jan 15, 2018",10:07 AM,9166956,
g transistor,"Jan 15, 2018",10:17 AM,9166972,6.0
ethanm,"Jan 15, 2018",10:18 AM,9166975,9.0
Thrift Vader,"Jan 15, 2018",10:24 AM,9166977,
nahneun,"Jan 15, 2018",10:26 AM,9166980,
Mr. Moo,"Jan 15, 2018",10:29 AM,9166985,
KamoteJoe,"Jan 15, 2018",10:41 AM,9167000,
Thrift Vader,"Jan 15, 2018",10:47 AM,9167006,
e0d9n0b5,"Jan 15, 2018",11:18 AM,9167042,28.0
Thrift Vader,"Jan 15, 2018",11:26 AM,9167054,
nahneun,"Jan 15, 2018",11:29 AM,9167064,
Thrift Vader,"Jan 15, 2018",11:53 AM,9167090,
nahneun,"Jan 15, 2018",11:56 AM,9167094,
e0d9n0b5,"Jan 15, 2018",12:00 PM,9167102,10.0
Thrift Vader,"Jan 15, 2018",12:01 PM,9167104,
Coldsnap,"Jan 15, 2018",12:02 PM,9167109,
erictheobscure,"Jan 15, 2018",12:06 PM,9167117,
Thrift Vader,"Jan 15, 2018",12:11 PM,9167124,
K. Nights,"Jan 15, 2018",1:13 PM,9167225,13.0
gettoasty,"Jan 15, 2018",1:42 PM,9167261,7.0
Benesyed,"Jan 15, 2018",1:43 PM,9167264,
Benesyed,"Jan 15, 2018",1:58 PM,9167284,28.0
Mr. Moo,"Jan 15, 2018",2:03 PM,9167293,
gettoasty,"Jan 15, 2018",2:04 PM,9167296,5.0
RegisDB9,"Jan 15, 2018",2:39 PM,9167348,45.0
kbadgley84,"Jan 15, 2018",2:59 PM,9167369,27.0
in stitches,"Jan 15, 2018",10:38 PM,9167906,
Benesyed,"Jan 16, 2018",1:03 AM,9167970,20.0
Thrift Vader,"Jan 16, 2018",3:52 AM,9168059,
cocostella,"Jan 16, 2018",5:31 AM,9168110,
nahneun,"Jan 16, 2018",6:15 AM,9168160,6.0
beepbop,"Jan 16, 2018",6:40 AM,9168195,33.0
RothLadder,"Jan 16, 2018",7:07 AM,9168221,
Thrift Vader,"Jan 16, 2018",7:36 AM,9168259,
Cotton Dockers,"Jan 16, 2018",7:46 AM,9168275,36.0
Mr. Moo,"Jan 16, 2018",9:47 AM,9168454,
beepbop,"Jan 16, 2018",9:54 AM,9168459,
Mr. Moo,"Jan 16, 2018",10:04 AM,9168472,
Thrift Vader,"Jan 16, 2018",10:19 AM,9168497,
nahneun,"Jan 16, 2018",11:32 AM,9168610,38.0
1969,"Jan 16, 2018",12:31 PM,9168698,
ghdvfddzgzdzg,"Jan 16, 2018",12:40 PM,9168717,48.0
e0d9n0b5,"Jan 16, 2018",1:14 PM,9168811,
falgfalg,"Jan 16, 2018",1:38 PM,9168849,12.0
Cotton Dockers,"Jan 16, 2018",1:44 PM,9168856,
ghdvfddzgzdzg,"Jan 16, 2018",1:54 PM,9168876,
Mr. Moo,"Jan 16, 2018",2:04 PM,9168893,
Benesyed,"Jan 16, 2018",2:27 PM,9168936,12.0
Mr. Moo,"Jan 16, 2018",2:34 PM,9168952,
Benesyed,"Jan 16, 2018",2:40 PM,9168963,
ghdvfddzgzdzg,"Jan 16, 2018",3:12 PM,9169006,
Mr. Moo,"Jan 16, 2018",3:13 PM,9169008,
RegisDB9,"Jan 16, 2018",6:06 PM,9169243,33.0
Benesyed,"Jan 17, 2018",4:20 AM,9169721,12.0
robinsongreen68,"Jan 17, 2018",4:33 AM,9169725,
Thrift Vader,"Jan 17, 2018",4:43 AM,9169730,
Thrift Vader,"Jan 17, 2018",4:56 AM,9169740,
Betelgeuse,"Jan 17, 2018",6:43 AM,9169832,17.0
flipstah,"Jan 17, 2018",9:29 AM,9170115,
kbadgley84,"Jan 17, 2018",9:47 AM,9170142,
KamoteJoe,"Jan 17, 2018",9:48 AM,9170144,18.0
Betelgeuse,"Jan 17, 2018",10:37 AM,9170211,
Sriracha,"Jan 17, 2018",11:36 AM,9170287,35.0
nahneun,"Jan 17, 2018",11:40 AM,9170299,13.0
Sriracha,"Jan 17, 2018",11:49 AM,9170311,
falgfalg,"Jan 17, 2018",11:53 AM,9170320,
FrankCowperwood,"Jan 17, 2018",12:05 PM,9170334,
OccultaVexillum,"Jan 17, 2018",12:09 PM,9170348,25.0
Citaro,"Jan 17, 2018",1:26 PM,9170510,52.0
robinsongreen68,"Jan 17, 2018",3:48 PM,9170705,
