username,date,hms,post_num,num_likes
Benesyed,"Mar 3, 2019",6:32 AM,9677300,
Alexidb,"Mar 3, 2019",8:52 AM,9677408,13.0
Superb0bo,"Mar 3, 2019",9:53 AM,9677447,6.0
Alexidb,"Mar 3, 2019",10:01 AM,9677457,
jet,"Mar 3, 2019",10:02 AM,9677458,
Alexidb,"Mar 3, 2019",10:07 AM,9677462,
Man with Apple,"Mar 3, 2019",10:42 AM,9677492,5.0
PaperSaurian,"Mar 3, 2019",11:01 AM,9677509,27.0
Nayyyyy,"Mar 3, 2019",11:46 AM,9677557,6.0
Benesyed,"Mar 3, 2019",11:49 AM,9677560,
#dadcore,"Mar 3, 2019",4:51 PM,9677866,32.0
DLester,"Mar 3, 2019",8:05 PM,9678028,
Cotton Dockers,"Mar 4, 2019",5:32 AM,9678239,58.0
#dadcore,"Mar 4, 2019",6:10 AM,9678262,
Chunsak,"Mar 4, 2019",7:17 AM,9678327,46.0
dazedstate,"Mar 4, 2019",9:14 AM,9678484,7.0
ghdvfddzgzdzg,"Mar 4, 2019",11:38 AM,9678695,34.0
sssuhr,"Mar 4, 2019",12:57 PM,9678763,22.0
FrankCowperwood,"Mar 4, 2019",1:18 PM,9678789,
noob in 89,"Mar 4, 2019",1:23 PM,9678796,
gr8man,"Mar 4, 2019",2:20 PM,9678882,
Benesyed,"Mar 4, 2019",9:39 PM,9679343,11.0
Parker,"Mar 4, 2019",10:38 PM,9679360,
Patrick R,"Mar 5, 2019",12:43 AM,9679386,19.0
jet,"Mar 5, 2019",12:49 AM,9679388,
Patrick R,"Mar 5, 2019",12:56 AM,9679389,12.0
jet,"Mar 5, 2019",1:33 AM,9679399,
Coldsnap,"Mar 5, 2019",3:06 AM,9679425,
capooo,"Mar 5, 2019",6:20 AM,9679563,
leisurewear,"Mar 5, 2019",7:30 AM,9679651,18.0
falgfalg,"Mar 5, 2019",8:00 AM,9679685,32.0
Benesyed,"Mar 5, 2019",8:03 AM,9679693,
falgfalg,"Mar 5, 2019",9:08 AM,9679781,
ghdvfddzgzdzg,"Mar 5, 2019",11:21 AM,9679986,5.0
leisurewear,"Mar 5, 2019",11:29 AM,9680000,
shopcanoeclub,"Mar 5, 2019",11:36 AM,9680009,
ghdvfddzgzdzg,"Mar 5, 2019",11:38 AM,9680012,
leisurewear,"Mar 5, 2019",11:58 AM,9680037,
dotcomzzz,"Mar 6, 2019",12:33 AM,9680681,5.0
capooo,"Mar 6, 2019",3:44 AM,9680730,5.0
ghdvfddzgzdzg,"Mar 6, 2019",7:16 AM,9680918,24.0
conceptual 4est,"Mar 6, 2019",7:20 AM,9680923,12.0
shopcanoeclub,"Mar 6, 2019",12:06 PM,9681363,13.0
endorphinz,"Mar 6, 2019",2:37 PM,9681566,19.0
nicelynice,"Mar 6, 2019",3:35 PM,9681623,
mkn,"Mar 6, 2019",5:28 PM,9681765,
stevecmelbourne,"Mar 6, 2019",6:20 PM,9681825,8.0
Spunwell,"Mar 6, 2019",7:14 PM,9681911,
jet,"Mar 6, 2019",7:28 PM,9681918,
Benesyed,"Mar 6, 2019",7:33 PM,9681921,
jet,"Mar 6, 2019",7:38 PM,9681927,
erictheobscure,"Mar 6, 2019",7:41 PM,9681932,13.0
cocostella,"Mar 6, 2019",8:02 PM,9681949,
Coldsnap,"Mar 6, 2019",8:05 PM,9681952,
penanceroyaltea,"Mar 6, 2019",8:16 PM,9681966,
stevecmelbourne,"Mar 6, 2019",8:35 PM,9681980,
Purplelabel,"Mar 7, 2019",1:50 AM,9682065,
notswagger,"Mar 7, 2019",2:25 AM,9682072,
nicelynice,"Mar 7, 2019",4:43 AM,9682119,29.0
Coldsnap,"Mar 7, 2019",4:52 AM,9682127,
beepbop,"Mar 7, 2019",5:31 AM,9682159,27.0
Purplelabel,"Mar 7, 2019",5:45 AM,9682176,
Benesyed,"Mar 7, 2019",6:27 AM,9682246,16.0
MGoCrimson,"Mar 7, 2019",7:13 AM,9682327,
Benesyed,"Mar 7, 2019",7:14 AM,9682333,
MGoCrimson,"Mar 7, 2019",7:16 AM,9682338,
notswagger,"Mar 7, 2019",7:58 AM,9682408,
notswagger,"Mar 7, 2019",8:01 AM,9682412,
jet,"Mar 7, 2019",8:32 AM,9682464,
Chunsak,"Mar 7, 2019",9:07 AM,9682534,46.0
shopcanoeclub,"Mar 7, 2019",9:22 AM,9682558,
stylish_raven,"Mar 7, 2019",9:44 AM,9682596,
Homme,"Mar 7, 2019",9:51 AM,9682608,42.0
oulipien,"Mar 7, 2019",9:57 AM,9682618,
Homme,"Mar 7, 2019",10:25 AM,9682669,
troika,"Mar 7, 2019",11:17 AM,9682728,47.0
gettoasty,"Mar 7, 2019",11:40 AM,9682775,
prurient,"Mar 7, 2019",12:15 PM,9682850,41.0
GunwashAce,"Mar 7, 2019",1:07 PM,9682949,
prurient,"Mar 7, 2019",1:30 PM,9682976,
#dadcore,"Mar 7, 2019",2:38 PM,9683081,46.0
leisurewear,"Mar 8, 2019",6:41 AM,9683834,24.0
MGoCrimson,"Mar 8, 2019",6:49 AM,9683841,
leisurewear,"Mar 8, 2019",6:53 AM,9683845,
MaiLam,"Mar 8, 2019",7:02 AM,9683859,
KamoteJoe,"Mar 8, 2019",9:05 AM,9684006,35.0
Cotton Dockers,"Mar 8, 2019",9:35 AM,9684042,59.0
mg92,"Mar 8, 2019",10:05 AM,9684090,33.0
KamoteJoe,"Mar 8, 2019",10:32 AM,9684130,
Cotton Dockers,"Mar 8, 2019",11:02 AM,9684184,
kindofyoung,"Mar 8, 2019",12:22 PM,9684302,36.0
FrankCowperwood,"Mar 8, 2019",12:33 PM,9684317,27.0
g transistor,"Mar 8, 2019",2:43 PM,9684461,
noob in 89,"Mar 8, 2019",3:11 PM,9684495,
e0d9n0b5,"Mar 8, 2019",3:16 PM,9684505,
faue,"Mar 8, 2019",4:46 PM,9684591,30.0
penanceroyaltea,"Mar 8, 2019",6:45 PM,9684695,
#dadcore,"Mar 8, 2019",7:24 PM,9684718,6.0
UrbanComposition,"Mar 8, 2019",7:30 PM,9684723,51.0
qazwsx,"Mar 8, 2019",9:55 PM,9684793,
Newcomer,"Mar 9, 2019",8:01 AM,9685020,18.0
UrbanComposition,"Mar 9, 2019",8:25 AM,9685047,
Newcomer,"Mar 9, 2019",8:26 AM,9685049,
FrankCowperwood,"Mar 9, 2019",8:57 AM,9685090,
msg,"Mar 9, 2019",9:30 AM,9685109,
Newcomer,"Mar 9, 2019",9:58 AM,9685140,
troika,"Mar 9, 2019",12:51 PM,9685303,11.0
Baron,"Mar 9, 2019",7:14 PM,9685589,26.0
cocostella,"Mar 9, 2019",7:18 PM,9685592,
FrankCowperwood,"Mar 9, 2019",7:31 PM,9685609,
nicelynice,"Mar 10, 2019",3:54 AM,9685757,49.0
Nyarlathotep,"Mar 10, 2019",5:33 AM,9685782,
Purplelabel,"Mar 10, 2019",6:35 AM,9685810,8.0
Chunsak,"Mar 10, 2019",9:50 AM,9685985,34.0
Newcomer,"Mar 10, 2019",1:40 PM,9686229,33.0
jet,"Mar 10, 2019",1:42 PM,9686230,
steveoffice,"Mar 10, 2019",1:56 PM,9686239,
cdecoy,"Mar 10, 2019",2:26 PM,9686264,
cyc wid it,"Mar 10, 2019",2:49 PM,9686285,40.0
nicelynice,"Mar 10, 2019",3:41 PM,9686316,
cocostella,"Mar 10, 2019",4:27 PM,9686365,
Coldsnap,"Mar 10, 2019",5:30 PM,9686428,
RegisDB9,"Mar 11, 2019",8:21 AM,9686963,
Purplelabel,"Mar 11, 2019",8:23 AM,9686965,
nahneun,"Mar 11, 2019",8:48 AM,9686993,
cyc wid it,"Mar 11, 2019",8:48 AM,9686994,8.0
kindofyoung,"Mar 11, 2019",10:04 AM,9687116,34.0
Fuuma,"Mar 11, 2019",11:55 AM,9687259,
Clouseau,"Mar 11, 2019",2:23 PM,9687469,
#dadcore,"Mar 11, 2019",2:39 PM,9687493,32.0
Fuuma,"Mar 11, 2019",2:59 PM,9687525,
beepbop,"Mar 11, 2019",3:30 PM,9687558,40.0
Clouseau,"Mar 11, 2019",8:32 PM,9687885,
penanceroyaltea,"Mar 11, 2019",11:21 PM,9687983,
mythage,"Mar 12, 2019",1:27 AM,9688005,
beepbop,"Mar 12, 2019",3:53 AM,9688043,
pg600rr,"Mar 12, 2019",4:17 AM,9688056,
the shah,"Mar 12, 2019",6:29 AM,9688168,19.0
FrankCowperwood,"Mar 12, 2019",7:54 AM,9688240,33.0
Benesyed,"Mar 12, 2019",8:28 AM,9688291,
FrankCowperwood,"Mar 12, 2019",8:36 AM,9688309,
Baron,"Mar 12, 2019",8:40 AM,9688311,
Clouseau,"Mar 12, 2019",9:00 AM,9688326,
Benesyed,"Mar 12, 2019",9:03 AM,9688329,
FrankCowperwood,"Mar 12, 2019",9:09 AM,9688338,
kindofyoung,"Mar 12, 2019",10:08 AM,9688432,29.0
Benesyed,"Mar 12, 2019",10:18 AM,9688447,
RegisDB9,"Mar 12, 2019",11:41 AM,9688560,
FrankCowperwood,"Mar 12, 2019",12:12 PM,9688617,
noob in 89,"Mar 12, 2019",1:21 PM,9688719,
RegisDB9,"Mar 12, 2019",7:31 PM,9689165,35.0
gettoasty,"Mar 12, 2019",7:32 PM,9689167,
RegisDB9,"Mar 12, 2019",8:33 PM,9689217,
troika,"Mar 12, 2019",9:11 PM,9689247,
Rais,"Mar 12, 2019",11:11 PM,9689296,23.0
Wupper,"Mar 13, 2019",12:17 AM,9689318,
Purplelabel,"Mar 13, 2019",3:25 AM,9689362,
RegisDB9,"Mar 13, 2019",12:23 PM,9689944,
Lohikaarme,"Mar 13, 2019",12:30 PM,9689955,36.0
shopcanoeclub,"Mar 13, 2019",12:38 PM,9689960,
beepbop,"Mar 13, 2019",2:11 PM,9690078,54.0
mg92,"Mar 13, 2019",3:05 PM,9690158,40.0
Purplelabel,"Mar 13, 2019",3:53 PM,9690216,
FrankCowperwood,"Mar 13, 2019",7:06 PM,9690478,
Peter1,"Mar 14, 2019",12:28 AM,9690632,
Lohikaarme,"Mar 14, 2019",12:45 AM,9690639,
Funcheese,"Mar 14, 2019",7:52 AM,9690892,
PeteyPajamapant,"Mar 14, 2019",9:38 AM,9691033,6.0
FrankCowperwood,"Mar 14, 2019",9:41 AM,9691041,5.0
0ldb0y,"Mar 14, 2019",9:58 AM,9691075,
KamoteJoe,"Mar 14, 2019",10:18 AM,9691114,
PeteyPajamapant,"Mar 14, 2019",11:10 AM,9691193,
mg92,"Mar 14, 2019",12:30 PM,9691308,
ghdvfddzgzdzg,"Mar 14, 2019",1:18 PM,9691384,31.0
cyc wid it,"Mar 14, 2019",1:26 PM,9691395,27.0
FrankCowperwood,"Mar 14, 2019",2:16 PM,9691446,
ShoutOutsFoMyBo,"Mar 14, 2019",3:43 PM,9691548,31.0
faue,"Mar 14, 2019",5:21 PM,9691648,18.0
robinsongreen68,"Mar 15, 2019",3:10 AM,9691954,
faue,"Mar 15, 2019",6:23 AM,9692059,
leisurewear,"Mar 15, 2019",6:55 AM,9692092,18.0
robinsongreen68,"Mar 15, 2019",11:20 AM,9692485,
#dadcore,"Mar 15, 2019",11:37 AM,9692530,36.0
mmmargeologist,"Mar 15, 2019",11:55 AM,9692561,
Newcomer,"Mar 15, 2019",3:36 PM,9692855,14.0
KaleidoscopicK,"Mar 15, 2019",4:58 PM,9692941,5.0
faue,"Mar 15, 2019",5:25 PM,9692968,
troika,"Mar 15, 2019",6:24 PM,9693023,15.0
conceptual 4est,"Mar 15, 2019",8:05 PM,9693088,
jet,"Mar 15, 2019",8:34 PM,9693104,
nicelynice,"Mar 15, 2019",9:30 PM,9693125,54.0
flashjack,"Mar 15, 2019",10:25 PM,9693143,11.0
gettoasty,"Mar 15, 2019",11:17 PM,9693174,6.0
penanceroyaltea,"Mar 15, 2019",11:20 PM,9693176,
Nyarlathotep,"Mar 16, 2019",5:05 AM,9693259,
penanceroyaltea,"Mar 16, 2019",7:30 AM,9693349,
jet,"Mar 16, 2019",7:32 AM,9693351,
faue,"Mar 16, 2019",9:43 AM,9693469,18.0
blue peter,"Mar 16, 2019",9:53 AM,9693479,15.0
0ldb0y,"Mar 16, 2019",9:57 AM,9693484,
faue,"Mar 16, 2019",10:06 AM,9693490,
Homme,"Mar 16, 2019",12:16 PM,9693605,15.0
Newcomer,"Mar 16, 2019",1:04 PM,9693641,
bullrams,"Mar 16, 2019",1:10 PM,9693656,
jet,"Mar 16, 2019",7:14 PM,9694039,
gettoasty,"Mar 16, 2019",7:20 PM,9694047,
Thrift Vader,"Mar 17, 2019",3:18 AM,9694172,
once a day,"Mar 17, 2019",3:59 AM,9694181,
Thrift Vader,"Mar 17, 2019",4:02 AM,9694182,
penanceroyaltea,"Mar 17, 2019",5:48 AM,9694227,
bullrams,"Mar 17, 2019",6:04 AM,9694235,
Thrift Vader,"Mar 17, 2019",6:22 AM,9694246,
Nyarlathotep,"Mar 17, 2019",6:50 AM,9694270,
steveoffice,"Mar 17, 2019",7:49 AM,9694321,
troika,"Mar 17, 2019",8:24 AM,9694358,
Cotton Dockers,"Mar 17, 2019",8:40 AM,9694376,53.0
mmmargeologist,"Mar 17, 2019",8:53 AM,9694389,
malcb33,"Mar 17, 2019",11:10 AM,9694491,
bullrams,"Mar 17, 2019",11:35 AM,9694505,
ShoutOutsFoMyBo,"Mar 17, 2019",12:05 PM,9694534,
Cotton Dockers,"Mar 17, 2019",1:03 PM,9694579,
malcb33,"Mar 17, 2019",3:40 PM,9694683,
justridiculous,"Mar 17, 2019",4:14 PM,9694727,
penanceroyaltea,"Mar 17, 2019",4:43 PM,9694753,
metranger8694,"Mar 17, 2019",6:08 PM,9694836,5.0
ShoutOutsFoMyBo,"Mar 17, 2019",9:19 PM,9694993,
RegisDB9,"Mar 17, 2019",10:22 PM,9695026,
Homme,"Mar 18, 2019",12:07 AM,9695048,
Thrift Vader,"Mar 18, 2019",6:24 AM,9695169,
AGlorifiedCrew,"Mar 18, 2019",10:26 AM,9695486,23.0
KamoteJoe,"Mar 18, 2019",11:01 AM,9695525,22.0
flipstah,"Mar 18, 2019",12:40 PM,9695652,
trackday_bro,"Mar 18, 2019",2:02 PM,9695779,20.0
#dadcore,"Mar 18, 2019",2:22 PM,9695810,59.0
cyc wid it,"Mar 18, 2019",2:23 PM,9695814,24.0
flowcharts,"Mar 18, 2019",3:44 PM,9695917,45.0
robinsongreen68,"Mar 18, 2019",3:52 PM,9695928,
cyc wid it,"Mar 19, 2019",8:24 AM,9696619,21.0
steveoffice,"Mar 19, 2019",8:29 AM,9696628,
cyc wid it,"Mar 19, 2019",8:37 AM,9696656,
steveoffice,"Mar 19, 2019",8:41 AM,9696661,
0ldb0y,"Mar 19, 2019",9:02 AM,9696705,
shopcanoeclub,"Mar 19, 2019",9:18 AM,9696718,
Darkside,"Mar 19, 2019",9:24 AM,9696730,38.0
eazye,"Mar 19, 2019",9:26 AM,9696732,33.0
eazye,"Mar 19, 2019",10:17 AM,9696793,
Thrift Vader,"Mar 19, 2019",10:19 AM,9696798,
shopcanoeclub,"Mar 19, 2019",10:27 AM,9696810,10.0
MGoCrimson,"Mar 19, 2019",12:50 PM,9697022,52.0
g transistor,"Mar 19, 2019",2:50 PM,9697155,
itsPronouncedSteven,"Mar 19, 2019",3:03 PM,9697163,
Newcomer,"Mar 19, 2019",3:24 PM,9697183,
RegisDB9,"Mar 19, 2019",8:32 PM,9697461,30.0
colabear,"Mar 19, 2019",9:18 PM,9697488,
troika,"Mar 19, 2019",9:25 PM,9697493,
kindofyoung,"Mar 20, 2019",5:43 AM,9697631,21.0
nahneun,"Mar 20, 2019",7:00 AM,9697697,9.0
Kaplan,"Mar 20, 2019",8:09 AM,9697787,
cyc wid it,"Mar 20, 2019",8:28 AM,9697818,9.0
eazye,"Mar 20, 2019",10:08 AM,9697972,
MrUnderwood,"Mar 20, 2019",11:58 AM,9698080,
colabear,"Mar 20, 2019",1:20 PM,9698171,
grayfox,"Mar 20, 2019",2:38 PM,9698252,15.0
mkn,"Mar 20, 2019",3:04 PM,9698279,21.0
FrankCowperwood,"Mar 20, 2019",3:19 PM,9698300,
malcb33,"Mar 20, 2019",4:17 PM,9698357,
conceptual 4est,"Mar 20, 2019",4:58 PM,9698388,41.0
brokeassp,"Mar 20, 2019",7:43 PM,9698572,
gettoasty,"Mar 20, 2019",10:29 PM,9698663,14.0
mg92,"Mar 21, 2019",1:03 AM,9698700,43.0
GunwashAce,"Mar 21, 2019",6:09 AM,9698838,
nahneun,"Mar 21, 2019",7:16 AM,9698906,
Alexidb,"Mar 21, 2019",8:07 AM,9698954,32.0
stylish_raven,"Mar 21, 2019",8:21 AM,9698971,
cyc wid it,"Mar 21, 2019",8:21 AM,9698972,20.0
stylish_raven,"Mar 21, 2019",8:36 AM,9698997,
KamoteJoe,"Mar 21, 2019",9:39 AM,9699064,33.0
Benesyed,"Mar 21, 2019",10:22 AM,9699122,
mg92,"Mar 21, 2019",11:53 AM,9699230,
oulipien,"Mar 21, 2019",12:07 PM,9699250,
Superb0bo,"Mar 21, 2019",12:57 PM,9699320,
eazye,"Mar 21, 2019",1:20 PM,9699353,
MGoCrimson,"Mar 21, 2019",1:33 PM,9699373,
MGoCrimson,"Mar 21, 2019",1:39 PM,9699382,25.0
KamoteJoe,"Mar 21, 2019",1:45 PM,9699395,
malcb33,"Mar 21, 2019",2:07 PM,9699432,
MGoCrimson,"Mar 21, 2019",2:21 PM,9699447,
malcb33,"Mar 21, 2019",2:29 PM,9699452,
MGoCrimson,"Mar 21, 2019",2:30 PM,9699456,
gettoasty,"Mar 21, 2019",3:32 PM,9699554,
jet,"Mar 21, 2019",3:58 PM,9699573,
MGoCrimson,"Mar 21, 2019",4:42 PM,9699622,
verver,"Mar 21, 2019",4:59 PM,9699640,
leisurewear,"Mar 21, 2019",6:03 PM,9699715,21.0
Coldsnap,"Mar 21, 2019",6:08 PM,9699723,
steveoffice,"Mar 21, 2019",6:09 PM,9699725,
noob in 89,"Mar 21, 2019",8:26 PM,9699828,
leisurewear,"Mar 21, 2019",8:44 PM,9699851,
MGoCrimson,"Mar 21, 2019",8:53 PM,9699857,
gettoasty,"Mar 21, 2019",9:00 PM,9699865,24.0
jet,"Mar 21, 2019",9:02 PM,9699868,
gettoasty,"Mar 21, 2019",9:06 PM,9699870,
FrankCowperwood,"Mar 21, 2019",9:40 PM,9699890,
mmmargeologist,"Mar 22, 2019",2:56 AM,9699974,
mmmargeologist,"Mar 22, 2019",3:01 AM,9699976,
Cotton Dockers,"Mar 22, 2019",5:42 AM,9700058,38.0
grayfox,"Mar 22, 2019",5:45 AM,9700061,
UrbanComposition,"Mar 22, 2019",8:59 AM,9700286,34.0
#dadcore,"Mar 22, 2019",10:37 AM,9700413,32.0
gettoasty,"Mar 22, 2019",2:27 PM,9700681,
FrankCowperwood,"Mar 22, 2019",3:11 PM,9700744,
Benesyed,"Mar 22, 2019",3:35 PM,9700769,
MGoCrimson,"Mar 22, 2019",4:10 PM,9700805,
oulipien,"Mar 22, 2019",4:32 PM,9700827,
FrankCowperwood,"Mar 22, 2019",5:30 PM,9700883,
conceptual 4est,"Mar 22, 2019",5:44 PM,9700895,6.0
FrankCowperwood,"Mar 22, 2019",5:54 PM,9700904,
falgfalg,"Mar 22, 2019",6:20 PM,9700927,13.0
UrbanComposition,"Mar 22, 2019",7:40 PM,9700992,
Baron,"Mar 22, 2019",7:51 PM,9700998,
jet,"Mar 22, 2019",8:28 PM,9701027,
UrbanComposition,"Mar 22, 2019",8:35 PM,9701030,
jet,"Mar 22, 2019",9:01 PM,9701040,
once a day,"Mar 23, 2019",2:48 AM,9701103,
Newcomer,"Mar 23, 2019",5:55 AM,9701172,34.0
leisurewear,"Mar 23, 2019",1:45 PM,9701510,19.0
verver,"Mar 23, 2019",3:39 PM,9701601,
Alexidb,"Mar 23, 2019",3:46 PM,9701603,29.0
Spehsmonkey,"Mar 23, 2019",3:52 PM,9701608,47.0
#dadcore,"Mar 23, 2019",4:09 PM,9701621,
penanceroyaltea,"Mar 23, 2019",4:45 PM,9701642,47.0
g transistor,"Mar 23, 2019",5:14 PM,9701669,
g transistor,"Mar 23, 2019",5:16 PM,9701670,9.0
g transistor,"Mar 23, 2019",5:18 PM,9701676,6.0
g transistor,"Mar 23, 2019",5:19 PM,9701680,
leisurewear,"Mar 23, 2019",5:20 PM,9701681,
g transistor,"Mar 23, 2019",5:23 PM,9701686,
FrankCowperwood,"Mar 23, 2019",6:13 PM,9701722,
mythage,"Mar 23, 2019",6:35 PM,9701736,
penanceroyaltea,"Mar 23, 2019",9:09 PM,9701834,
Rais,"Mar 24, 2019",4:21 AM,9701914,44.0
UrbanComposition,"Mar 24, 2019",8:51 AM,9702071,
malcb33,"Mar 24, 2019",9:18 AM,9702103,
falgfalg,"Mar 24, 2019",9:52 AM,9702134,5.0
faue,"Mar 24, 2019",2:53 PM,9702422,16.0
Purplelabel,"Mar 24, 2019",3:00 PM,9702427,
mg92,"Mar 24, 2019",3:21 PM,9702441,
Newcomer,"Mar 24, 2019",3:24 PM,9702444,29.0
faue,"Mar 24, 2019",3:54 PM,9702464,
Chunsak,"Mar 24, 2019",4:28 PM,9702497,19.0
FrankCowperwood,"Mar 24, 2019",4:57 PM,9702513,
AJL,"Mar 24, 2019",5:06 PM,9702529,
mmmargeologist,"Mar 25, 2019",1:31 AM,9702803,
dotcomzzz,"Mar 25, 2019",1:34 AM,9702804,
gettoasty,"Mar 25, 2019",1:34 AM,9702805,
dotcomzzz,"Mar 25, 2019",1:38 AM,9702806,
Homme,"Mar 25, 2019",4:06 AM,9702846,44.0
Chunsak,"Mar 25, 2019",6:54 AM,9702978,
baltimoron,"Mar 25, 2019",6:57 AM,9702980,38.0
GunwashAce,"Mar 25, 2019",6:57 AM,9702981,5.0
HommeBoy007,"Mar 25, 2019",7:15 AM,9703016,
HommeBoy007,"Mar 25, 2019",7:16 AM,9703018,
Purplelabel,"Mar 25, 2019",7:26 AM,9703031,
HommeBoy007,"Mar 25, 2019",7:28 AM,9703033,
Clouseau,"Mar 25, 2019",7:32 AM,9703036,
Purplelabel,"Mar 25, 2019",7:37 AM,9703041,
HommeBoy007,"Mar 25, 2019",7:42 AM,9703044,
Alexidb,"Mar 25, 2019",7:54 AM,9703070,
Clouseau,"Mar 25, 2019",8:12 AM,9703095,
Alexidb,"Mar 25, 2019",8:46 AM,9703148,
Clouseau,"Mar 25, 2019",8:53 AM,9703162,
Sriracha,"Mar 25, 2019",12:56 PM,9703414,9.0
RegisDB9,"Mar 25, 2019",1:05 PM,9703432,
Purplelabel,"Mar 25, 2019",1:12 PM,9703440,
Deltax,"Mar 25, 2019",1:26 PM,9703467,32.0
trackday_bro,"Mar 25, 2019",1:33 PM,9703479,9.0
jet,"Mar 25, 2019",1:37 PM,9703483,
faue,"Mar 25, 2019",4:26 PM,9703664,19.0
Benesyed,"Mar 25, 2019",4:29 PM,9703667,12.0
steveoffice,"Mar 25, 2019",4:35 PM,9703670,
penanceroyaltea,"Mar 25, 2019",4:58 PM,9703701,42.0
verver,"Mar 25, 2019",4:59 PM,9703703,
RegisDB9,"Mar 25, 2019",5:02 PM,9703709,
RegisDB9,"Mar 25, 2019",5:08 PM,9703713,32.0
jet,"Mar 25, 2019",5:46 PM,9703741,
Benesyed,"Mar 25, 2019",6:23 PM,9703787,
steveoffice,"Mar 25, 2019",6:38 PM,9703807,
MGoCrimson,"Mar 25, 2019",6:54 PM,9703829,
jet,"Mar 25, 2019",7:18 PM,9703862,
gettoasty,"Mar 25, 2019",8:01 PM,9703920,17.0
steveoffice,"Mar 25, 2019",8:27 PM,9703946,
RegisDB9,"Mar 25, 2019",8:50 PM,9703962,
gettoasty,"Mar 25, 2019",9:31 PM,9703983,
Mulan,"Mar 26, 2019",12:17 AM,9704031,
bencap,"Mar 26, 2019",6:55 AM,9704177,15.0
Deltax,"Mar 26, 2019",6:57 AM,9704179,
FrankCowperwood,"Mar 26, 2019",8:55 AM,9704352,36.0
once a day,"Mar 26, 2019",9:08 AM,9704367,
MGoCrimson,"Mar 26, 2019",9:22 AM,9704384,43.0
Benesyed,"Mar 26, 2019",9:39 AM,9704400,
ShoutOutsFoMyBo,"Mar 26, 2019",10:15 AM,9704436,30.0
Benesyed,"Mar 26, 2019",11:13 AM,9704514,11.0
Darkside,"Mar 26, 2019",12:46 PM,9704629,
Benesyed,"Mar 26, 2019",12:57 PM,9704635,
e0d9n0b5,"Mar 26, 2019",1:23 PM,9704659,5.0
#dadcore,"Mar 26, 2019",1:35 PM,9704680,23.0
faue,"Mar 26, 2019",1:39 PM,9704685,
Carapello,"Mar 26, 2019",2:04 PM,9704720,
#dadcore,"Mar 26, 2019",2:34 PM,9704753,
jet,"Mar 26, 2019",3:48 PM,9704802,
UrbanComposition,"Mar 26, 2019",6:17 PM,9704886,23.0
UrbanComposition,"Mar 26, 2019",6:24 PM,9704896,
JohnAAG,"Mar 26, 2019",6:32 PM,9704902,
MGoCrimson,"Mar 26, 2019",6:33 PM,9704905,6.0
UrbanComposition,"Mar 26, 2019",6:40 PM,9704909,
MGoCrimson,"Mar 26, 2019",6:42 PM,9704912,
faue,"Mar 26, 2019",6:46 PM,9704915,
Parker,"Mar 26, 2019",6:54 PM,9704926,6.0
0ldb0y,"Mar 26, 2019",6:55 PM,9704927,
Spehsmonkey,"Mar 26, 2019",7:17 PM,9704954,
Baron,"Mar 26, 2019",7:21 PM,9704957,6.0
gettoasty,"Mar 26, 2019",7:28 PM,9704963,
RegisDB9,"Mar 26, 2019",7:59 PM,9704981,34.0
UrbanComposition,"Mar 26, 2019",8:00 PM,9704982,6.0
RegisDB9,"Mar 26, 2019",8:00 PM,9704983,
UrbanComposition,"Mar 26, 2019",8:02 PM,9704985,
penanceroyaltea,"Mar 26, 2019",8:44 PM,9705011,47.0
cyc wid it,"Mar 26, 2019",10:17 PM,9705063,
mmmargeologist,"Mar 26, 2019",10:53 PM,9705082,
mmmargeologist,"Mar 26, 2019",10:54 PM,9705083,
jet,"Mar 26, 2019",11:52 PM,9705101,
jet,"Mar 26, 2019",11:55 PM,9705103,
Clouseau,"Mar 27, 2019",3:23 AM,9705151,
UrbanComposition,"Mar 27, 2019",3:42 AM,9705157,
RegisDB9,"Mar 27, 2019",7:44 AM,9705353,
Newcomer,"Mar 27, 2019",7:59 AM,9705373,
GunwashAce,"Mar 27, 2019",7:59 AM,9705375,
Fuuma,"Mar 27, 2019",1:33 PM,9705888,
Newcomer,"Mar 27, 2019",1:39 PM,9705896,
UrbanComposition,"Mar 27, 2019",2:21 PM,9705946,
UrbanComposition,"Mar 27, 2019",2:22 PM,9705947,
endorphinz,"Mar 27, 2019",2:43 PM,9705961,11.0
conceptual 4est,"Mar 27, 2019",2:54 PM,9705971,
flowcharts,"Mar 27, 2019",3:06 PM,9705980,17.0
mmmargeologist,"Mar 27, 2019",3:07 PM,9705983,
UrbanComposition,"Mar 27, 2019",3:16 PM,9705987,
e0d9n0b5,"Mar 27, 2019",4:11 PM,9706022,
Spehsmonkey,"Mar 27, 2019",4:54 PM,9706065,7.0
MGoCrimson,"Mar 27, 2019",4:54 PM,9706067,30.0
gettoasty,"Mar 27, 2019",5:02 PM,9706071,
UNIFORMLA,"Mar 27, 2019",7:16 PM,9706163,
gettoasty,"Mar 27, 2019",7:52 PM,9706200,13.0
penanceroyaltea,"Mar 27, 2019",9:08 PM,9706244,34.0
jet,"Mar 27, 2019",9:20 PM,9706249,
GunwashAce,"Mar 28, 2019",5:19 AM,9706405,
Benesyed,"Mar 28, 2019",7:12 AM,9706525,23.0
FrankCowperwood,"Mar 28, 2019",7:23 AM,9706540,
Benesyed,"Mar 28, 2019",7:42 AM,9706553,
